student_id,internship_id,skills,req_skills,gpa,stipend,match,accept
S01166,I033,writing excel autocad backend analysis sql,backend excel java,6.55,5000,0,0
S01695,I007,java design frontend,cloud networking backend communication ml,5.4,4500,0,0
S00008,I023,writing backend cloud design autocad,manufacturing presentation design,8.1,5500,0,0
S00558,I025,manufacturing cloud analysis presentation,networking excel,8.96,5000,0,0
S00906,I004,communication java sql,excel sql design autocad,6.61,4500,0,0
S00693,I021,sql excel manufacturing networking,ml writing,7.63,4500,0,0
S00516,I038,writing analysis communication,cloud autocad analysis python sql,8.72,4500,0,0
S00243,I034,design writing autocad networking communication,python networking,7.63,5000,0,0
S01102,I016,communication ml cloud autocad networking writing,backend networking,8.01,5000,0,0
S01632,I027,python sql frontend excel,communication design networking,5.16,4500,0,0
S01033,I009,autocad design sql networking,sql excel analysis python,7.79,5500,0,0
S01394,I024,analysis ml python,autocad analysis writing python backend,8.02,5000,1,0
S00694,I026,manufacturing cloud frontend writing analysis java,networking analysis sql manufacturing cloud,8.1,4500,1,0
S01402,I011,java design networking writing analysis,presentation communication excel ml cloud,8.29,5500,1,1
S00616,I005,excel manufacturing cloud design,presentation sql,8.79,4500,0,0
S00819,I017,java sql ml backend design networking,networking autocad,6.35,5000,0,0
S00087,I039,backend writing networking,cloud ml writing,5.73,4500,0,0
S01122,I037,presentation sql communication ml design,java manufacturing,7.07,5000,0,0
S00468,I020,cloud writing design frontend backend,networking excel,6.52,5000,0,0
S00346,I010,writing manufacturing ml cloud,manufacturing design backend,6.97,5500,0,0
S01686,I009,python writing analysis,sql excel analysis python,7.82,5500,0,0
S01947,I017,networking writing communication,networking autocad,7.52,5000,0,0
S00998,I038,java excel sql frontend writing cloud,cloud autocad analysis python sql,8.78,4500,0,0
S00883,I006,analysis ml excel,sql backend,7.47,5000,1,0
S00135,I024,writing analysis cloud,autocad analysis writing python backend,10.0,5000,1,0
S01459,I026,writing python java analysis cloud,networking analysis sql manufacturing cloud,7.81,4500,0,0
S01351,I024,presentation cloud writing analysis design,autocad analysis writing python backend,7.05,5000,0,0
S00457,I004,excel presentation networking ml,excel sql design autocad,7.97,4500,0,0
S01121,I037,sql frontend communication ml,java manufacturing,7.48,5000,0,0
S01796,I006,writing presentation excel design frontend java,sql backend,8.48,5000,0,0
S01621,I029,autocad networking python manufacturing,design java excel,5.2,5500,0,0
S01532,I014,python networking analysis excel autocad sql,analysis ml networking python,9.22,5000,0,0
S00302,I024,networking java backend sql,autocad analysis writing python backend,6.59,5000,0,0
S00439,I027,backend networking python,communication design networking,8.04,4500,0,0
S01566,I020,java analysis writing backend,networking excel,7.28,5000,0,0
S01420,I011,communication python presentation manufacturing backend design,presentation communication excel ml cloud,8.87,5500,1,0
S00601,I003,frontend sql excel,networking manufacturing frontend java python,7.22,5500,0,0
S01764,I035,networking ml manufacturing,java autocad communication sql,8.95,4500,0,0
S00038,I014,java networking backend sql,analysis ml networking python,7.16,5000,1,1
S00755,I032,ml sql writing,sql frontend manufacturing,6.83,5000,0,0
S00850,I013,manufacturing ml backend,excel backend,7.02,5500,1,0
S01412,I012,communication python ml manufacturing analysis sql,analysis frontend sql,9.09,4500,0,0
S00285,I032,writing sql cloud manufacturing excel python,sql frontend manufacturing,6.67,5000,0,0
S00430,I011,backend writing ml presentation,presentation communication excel ml cloud,8.58,5500,1,0
S00238,I031,excel manufacturing python,communication sql,8.86,4500,1,1
S01329,I004,manufacturing frontend ml java python backend,excel sql design autocad,8.27,4500,0,0
S00985,I025,backend java sql,networking excel,6.47,5000,0,0
S00103,I001,java backend sql autocad presentation,java writing sql,7.23,5000,1,1
S01777,I025,backend java manufacturing python frontend sql,networking excel,5.0,5000,0,0
S01263,I012,analysis backend java writing design ml,analysis frontend sql,6.79,4500,1,1
S00327,I006,analysis backend networking,sql backend,7.87,5000,0,0
S00133,I035,writing analysis backend presentation design python,java autocad communication sql,6.65,4500,0,0
S00376,I040,ml autocad sql manufacturing,java cloud,5.85,4500,0,0
S00975,I027,frontend communication python analysis manufacturing,communication design networking,8.24,4500,0,0
S00795,I036,communication sql java frontend,frontend autocad,8.93,5500,1,1
S00365,I008,cloud communication analysis java autocad manufacturing,networking ml manufacturing,6.41,5500,0,0
S01364,I031,backend java sql analysis manufacturing,communication sql,7.2,4500,0,0
S00954,I018,python writing sql excel,java backend networking,7.47,5000,0,0
S00467,I029,networking ml java,design java excel,8.88,5500,0,0
S01521,I002,ml communication design,python sql,6.38,5500,0,0
S00347,I018,analysis ml networking backend cloud presentation,java backend networking,8.64,5000,1,1
S00077,I038,analysis python excel cloud communication frontend,cloud autocad analysis python sql,6.41,4500,0,0
S01784,I017,communication java cloud backend python,networking autocad,5.57,5000,0,0
S01456,I035,excel presentation backend design java,java autocad communication sql,7.44,4500,0,0
S00210,I021,analysis manufacturing frontend sql ml communication,ml writing,7.32,4500,0,0
S00152,I038,communication sql cloud backend autocad,cloud autocad analysis python sql,8.51,4500,1,1
S01850,I001,writing networking java sql autocad,java writing sql,7.53,5000,1,1
S01047,I035,networking backend autocad writing ml manufacturing,java autocad communication sql,8.55,4500,0,0
S01451,I033,cloud ml analysis python,backend excel java,6.52,5000,0,0
S01814,I012,cloud frontend python presentation ml,analysis frontend sql,8.33,4500,0,0
S00550,I033,autocad analysis excel backend,backend excel java,6.74,5000,0,0
S00109,I020,cloud frontend design backend communication,networking excel,8.19,5000,0,0
S01119,I024,excel sql cloud,autocad analysis writing python backend,8.15,5000,1,0
S00388,I014,python writing ml,analysis ml networking python,6.9,5000,0,0
S01880,I006,manufacturing presentation python analysis,sql backend,7.34,5000,0,0
S00458,I035,design ml python manufacturing,java autocad communication sql,7.73,4500,1,0
S01094,I004,frontend writing design cloud,excel sql design autocad,8.32,4500,1,1
S01773,I021,java python communication,ml writing,6.72,4500,0,0
S01842,I028,cloud networking analysis java,python design java presentation networking,8.21,4500,1,0
S01332,I015,frontend java design cloud writing excel,frontend analysis,8.71,5500,1,1
S00017,I039,frontend cloud backend,cloud ml writing,6.84,4500,0,0
S00327,I027,analysis backend networking,communication design networking,7.87,4500,0,0
S01952,I038,presentation excel backend networking,cloud autocad analysis python sql,6.03,4500,0,0
S00054,I030,excel writing cloud presentation autocad,sql frontend,7.86,5500,0,0
S00172,I017,networking cloud excel java manufacturing analysis,networking autocad,8.15,5000,1,1
S00879,I035,communication presentation python networking,java autocad communication sql,6.99,4500,0,0
S01194,I023,networking cloud frontend presentation autocad manufacturing,manufacturing presentation design,9.31,5500,0,0
S01243,I034,sql backend ml excel,python networking,5.74,5000,0,0
S00323,I016,backend frontend writing excel networking,backend networking,7.91,5000,0,0
S01083,I024,analysis communication backend manufacturing excel,autocad analysis writing python backend,8.27,5000,1,1
S01948,I019,cloud frontend analysis python networking autocad,design writing java,6.21,5500,1,1
S00424,I016,cloud python presentation,backend networking,6.64,5000,0,0
S01485,I036,cloud autocad sql excel,frontend autocad,7.59,5500,1,1
S01015,I039,python manufacturing cloud backend,cloud ml writing,6.68,4500,1,1
S00878,I038,cloud communication frontend presentation networking python,cloud autocad analysis python sql,5.55,4500,0,0
S01834,I011,communication manufacturing cloud networking analysis java,presentation communication excel ml cloud,7.66,5500,1,0
S01951,I027,cloud autocad writing python analysis,communication design networking,7.69,4500,0,0
S00204,I024,manufacturing excel sql ml analysis,autocad analysis writing python backend,7.76,5000,0,0
S01435,I020,ml java frontend communication,networking excel,8.57,5000,0,0
S00174,I037,cloud python backend networking,java manufacturing,6.82,5000,0,0
S01344,I004,excel design networking,excel sql design autocad,9.19,4500,0,0
S00039,I004,cloud presentation communication ml frontend writing,excel sql design autocad,6.97,4500,0,0
S01653,I038,writing java ml,cloud autocad analysis python sql,8.46,4500,0,0
S00385,I015,backend design frontend manufacturing,frontend analysis,7.72,5500,1,1
S01378,I037,excel python backend communication,java manufacturing,7.13,5000,1,0
S01066,I037,sql cloud python design,java manufacturing,7.05,5000,0,0
S00846,I034,sql design autocad communication python,python networking,6.83,5000,0,0
S00917,I012,presentation autocad networking,analysis frontend sql,7.3,4500,0,0
S00719,I004,analysis design communication,excel sql design autocad,5.31,4500,1,1
S00607,I036,analysis communication manufacturing python writing cloud,frontend autocad,8.69,5500,0,0
S00360,I015,networking ml writing communication,frontend analysis,8.3,5500,0,0
S00868,I038,communication writing manufacturing cloud ml networking,cloud autocad analysis python sql,7.29,4500,0,0
S01844,I004,python presentation design manufacturing analysis communication,excel sql design autocad,8.29,4500,0,0
S00101,I017,presentation java python,networking autocad,8.56,5000,1,1
S00840,I018,python backend manufacturing sql analysis,java backend networking,6.15,5000,0,0
S01261,I040,cloud writing excel autocad,java cloud,8.32,4500,0,0
S01108,I028,excel cloud communication,python design java presentation networking,7.47,4500,0,0
S01140,I002,autocad python excel writing,python sql,7.73,5500,0,0
S00383,I040,frontend backend writing cloud design analysis,java cloud,10.0,4500,1,0
S01961,I006,python autocad frontend manufacturing cloud,sql backend,7.1,5000,0,0
S01599,I024,excel networking sql frontend,autocad analysis writing python backend,8.55,5000,0,0
S01142,I001,manufacturing communication python java,java writing sql,8.53,5000,0,0
S00094,I026,communication writing java python presentation manufacturing,networking analysis sql manufacturing cloud,7.76,4500,0,0
S00628,I038,python networking sql java analysis design,cloud autocad analysis python sql,7.03,4500,0,0
S01651,I005,backend design communication presentation ml,presentation sql,7.37,4500,1,0
S00402,I027,design cloud excel,communication design networking,7.09,4500,0,0
S01080,I030,manufacturing writing analysis sql ml backend,sql frontend,7.09,5500,0,0
S00458,I008,design ml python manufacturing,networking ml manufacturing,7.73,5500,0,0
S00399,I039,autocad communication frontend networking,cloud ml writing,6.92,4500,0,0
S01617,I030,analysis frontend writing autocad cloud java,sql frontend,7.95,5500,0,0
S01630,I039,java python communication frontend analysis,cloud ml writing,9.03,4500,1,0
S01893,I040,autocad backend frontend cloud presentation,java cloud,6.23,4500,0,0
S00800,I030,manufacturing excel autocad ml frontend java,sql frontend,7.7,5500,1,0
S00641,I013,communication networking design excel analysis,excel backend,9.8,5500,0,0
S00599,I024,java backend cloud python,autocad analysis writing python backend,7.54,5000,1,1
S01436,I037,autocad java networking manufacturing,java manufacturing,8.51,5000,1,1
S01972,I024,backend autocad cloud,autocad analysis writing python backend,7.56,5000,0,0
S00134,I004,excel frontend cloud manufacturing ml,excel sql design autocad,7.24,4500,0,0
S00852,I011,analysis design manufacturing writing sql cloud,presentation communication excel ml cloud,7.06,5500,1,0
S01232,I027,communication java sql,communication design networking,9.8,4500,1,1
S00584,I021,python analysis cloud,ml writing,8.52,4500,0,0
S01076,I025,sql presentation cloud java ml,networking excel,7.97,5000,0,0
S01150,I029,design communication sql frontend python excel,design java excel,6.06,5500,1,0
S01646,I002,ml writing communication,python sql,9.53,5500,0,0
S00279,I034,frontend autocad ml backend,python networking,5.83,5000,0,0
S00721,I018,autocad python analysis excel,java backend networking,9.34,5000,0,0
S00694,I033,manufacturing cloud frontend writing analysis java,backend excel java,8.1,5000,0,0
S01204,I029,python ml communication design presentation,design java excel,8.1,5500,0,0
S00280,I014,cloud python manufacturing frontend writing,analysis ml networking python,9.0,5000,0,0
S00889,I035,autocad java python writing design excel,java autocad communication sql,7.39,4500,0,0
S01548,I021,cloud ml writing,ml writing,7.88,4500,0,0
S00977,I003,analysis communication python backend excel,networking manufacturing frontend java python,8.72,5500,1,1
S00917,I003,presentation autocad networking,networking manufacturing frontend java python,7.3,5500,0,0
S00778,I017,java backend networking cloud communication analysis,networking autocad,5.0,5000,1,0
S01735,I013,communication backend writing python java analysis,excel backend,7.72,5500,0,0
S00235,I036,excel design frontend java writing,frontend autocad,5.62,5500,0,0
S01009,I039,excel analysis ml writing java cloud,cloud ml writing,7.58,4500,0,0
S00352,I024,autocad frontend writing presentation,autocad analysis writing python backend,6.49,5000,1,1
S01773,I029,java python communication,design java excel,6.72,5500,0,0
S00239,I020,analysis writing excel design,networking excel,7.51,5000,0,0
S00074,I011,analysis communication autocad backend sql,presentation communication excel ml cloud,8.33,5500,1,0
S00896,I037,writing backend networking manufacturing,java manufacturing,8.47,5000,1,1
S01171,I025,java manufacturing networking,networking excel,7.93,5000,0,0
S00458,I004,design ml python manufacturing,excel sql design autocad,7.73,4500,0,0
S00711,I001,excel analysis presentation manufacturing writing backend,java writing sql,8.13,5000,1,1
S00091,I032,backend analysis manufacturing,sql frontend manufacturing,8.07,5000,0,0
S00756,I028,presentation writing manufacturing,python design java presentation networking,7.29,4500,1,0
S01110,I022,java cloud backend networking,networking java,8.89,4500,0,0
S01172,I025,python excel autocad,networking excel,7.39,5000,0,0
S01733,I037,design analysis presentation,java manufacturing,7.75,5000,0,0
S01387,I030,ml manufacturing sql design,sql frontend,6.64,5500,1,0
S00234,I007,manufacturing writing frontend java networking,cloud networking backend communication ml,6.98,4500,0,0
S00808,I040,backend cloud sql networking ml java,java cloud,6.67,4500,0,0
S01819,I020,writing manufacturing cloud autocad analysis,networking excel,7.04,5000,0,0
S01801,I005,analysis python communication,presentation sql,8.28,4500,0,0
S01888,I002,python java networking analysis,python sql,7.13,5500,0,0
S01267,I014,frontend sql design,analysis ml networking python,5.33,5000,0,0
S00292,I024,frontend ml excel communication analysis design,autocad analysis writing python backend,6.55,5000,0,0
S00682,I019,writing presentation sql excel,design writing java,6.29,5500,1,1
S00843,I009,java design backend,sql excel analysis python,9.34,5500,0,0
S00360,I030,networking ml writing communication,sql frontend,8.3,5500,0,0
S00347,I035,analysis ml networking backend cloud presentation,java autocad communication sql,8.64,4500,0,0
S00462,I024,java ml frontend analysis presentation sql,autocad analysis writing python backend,8.25,5000,0,0
S00747,I024,analysis design presentation python,autocad analysis writing python backend,7.31,5000,1,0
S00980,I035,cloud python writing networking frontend autocad,java autocad communication sql,7.4,4500,0,0
S01092,I015,design sql cloud analysis java,frontend analysis,6.82,5500,0,0
S01137,I030,ml presentation backend analysis sql cloud,sql frontend,6.63,5500,0,0
S01929,I005,writing analysis backend communication presentation,presentation sql,7.97,4500,0,0
S00428,I009,frontend ml networking python sql presentation,sql excel analysis python,8.02,5500,1,1
S00820,I026,autocad cloud design manufacturing,networking analysis sql manufacturing cloud,5.34,4500,0,0
S01551,I020,java backend presentation excel manufacturing,networking excel,7.55,5000,0,0
S01644,I026,presentation autocad design communication,networking analysis sql manufacturing cloud,7.89,4500,0,0
S01203,I009,design excel java backend cloud,sql excel analysis python,7.52,5500,0,0
S01762,I037,ml communication networking backend writing frontend,java manufacturing,7.11,5000,0,0
S01018,I012,writing ml frontend,analysis frontend sql,6.74,4500,0,0
S00767,I028,backend communication design sql analysis,python design java presentation networking,6.83,4500,1,0
S00626,I028,excel presentation cloud java analysis,python design java presentation networking,6.09,4500,0,0
S00574,I017,design writing autocad analysis communication,networking autocad,6.23,5000,1,0
S00514,I004,excel analysis presentation,excel sql design autocad,9.53,4500,1,0
S00604,I021,presentation design ml sql,ml writing,9.23,4500,1,0
S01557,I014,autocad analysis python sql manufacturing java,analysis ml networking python,7.42,5000,0,0
S01739,I021,writing networking sql manufacturing,ml writing,8.82,4500,0,0
S01273,I003,excel python networking writing design,networking manufacturing frontend java python,9.67,5500,0,0
S01725,I003,cloud python backend,networking manufacturing frontend java python,9.41,5500,0,0
S00835,I020,presentation networking java autocad writing cloud,networking excel,7.76,5000,0,0
S01237,I010,writing networking java excel,manufacturing design backend,5.07,5500,0,0
S00975,I026,frontend communication python analysis manufacturing,networking analysis sql manufacturing cloud,8.24,4500,0,0
S01492,I021,analysis excel frontend communication presentation backend,ml writing,8.68,4500,0,0
S00961,I012,python backend networking autocad,analysis frontend sql,7.94,4500,0,0
S00730,I010,design cloud networking autocad,manufacturing design backend,7.15,5500,1,0
S01795,I026,excel frontend java ml,networking analysis sql manufacturing cloud,6.18,4500,1,0
S01360,I009,sql cloud design backend python java,sql excel analysis python,5.91,5500,1,0
S00826,I027,analysis communication presentation java manufacturing,communication design networking,7.81,4500,1,1
S01584,I003,communication backend writing analysis autocad,networking manufacturing frontend java python,7.83,5500,0,0
S00938,I022,frontend java cloud,networking java,7.06,4500,0,0
S00345,I027,ml backend manufacturing communication sql,communication design networking,7.58,4500,1,0
S00778,I009,java backend networking cloud communication analysis,sql excel analysis python,5.0,5500,0,0
S00391,I019,ml networking autocad cloud communication,design writing java,8.87,5500,0,0
S01275,I025,autocad frontend backend analysis networking,networking excel,6.51,5000,0,0
S00435,I017,communication design java writing,networking autocad,6.83,5000,0,0
S01990,I030,frontend java analysis manufacturing autocad,sql frontend,6.14,5500,1,1
S01584,I040,communication backend writing analysis autocad,java cloud,7.83,4500,1,0
S00449,I020,sql communication python design,networking excel,8.18,5000,0,0
S01596,I034,analysis networking java presentation excel,python networking,8.43,5000,1,0
S01862,I009,ml manufacturing backend frontend communication,sql excel analysis python,6.47,5500,0,0
S01395,I039,analysis design ml communication,cloud ml writing,8.03,4500,0,0
S00618,I016,analysis sql autocad java excel communication,backend networking,5.0,5000,0,0
S00823,I006,writing sql frontend networking manufacturing autocad,sql backend,8.45,5000,0,0
S01557,I037,autocad analysis python sql manufacturing java,java manufacturing,7.42,5000,0,0
S00072,I005,sql presentation autocad ml networking,presentation sql,7.83,4500,1,1
S00669,I019,cloud design excel sql ml,design writing java,9.31,5500,1,0
S00991,I021,analysis communication manufacturing sql backend excel,ml writing,6.34,4500,0,0
S00286,I012,design presentation autocad,analysis frontend sql,5.94,4500,0,0
S01573,I015,writing backend manufacturing frontend,frontend analysis,7.43,5500,0,0
S00508,I040,design frontend excel presentation java cloud,java cloud,9.47,4500,1,0
S01080,I013,manufacturing writing analysis sql ml backend,excel backend,7.09,5500,0,0
S01494,I014,python sql ml presentation communication design,analysis ml networking python,7.94,5000,1,0
S00414,I004,sql analysis presentation,excel sql design autocad,9.37,4500,1,0
S00265,I003,writing sql frontend autocad python cloud,networking manufacturing frontend java python,7.43,5500,1,0
S01080,I001,manufacturing writing analysis sql ml backend,java writing sql,7.09,5000,1,0
S01118,I019,analysis ml design python cloud,design writing java,7.33,5500,1,1
S00883,I021,analysis ml excel,ml writing,7.47,4500,0,0
S01627,I018,python backend analysis communication cloud,java backend networking,5.0,5000,0,0
S00007,I025,python backend excel design,networking excel,6.98,5000,0,0
S00949,I007,excel autocad java python sql analysis,cloud networking backend communication ml,7.69,4500,0,0
S00461,I018,python presentation writing frontend autocad cloud,java backend networking,7.46,5000,0,0
S01564,I014,frontend design networking,analysis ml networking python,8.4,5000,0,0
S01956,I017,communication analysis ml python,networking autocad,6.33,5000,0,0
S00709,I022,frontend python writing,networking java,6.62,4500,0,0
S01302,I019,excel backend presentation ml design,design writing java,9.06,5500,0,0
S00255,I021,cloud excel presentation sql communication ml,ml writing,7.2,4500,0,0
S00315,I036,java sql ml,frontend autocad,6.78,5500,0,0
S01961,I019,python autocad frontend manufacturing cloud,design writing java,7.1,5500,0,0
S00498,I028,excel design cloud frontend,python design java presentation networking,8.2,4500,0,0
S00555,I021,writing sql presentation manufacturing communication cloud,ml writing,7.88,4500,0,0
S00985,I022,backend java sql,networking java,6.47,4500,1,0
S00923,I028,python sql cloud networking,python design java presentation networking,7.18,4500,1,0
S00457,I001,excel presentation networking ml,java writing sql,7.97,5000,0,0
S00209,I028,ml java design,python design java presentation networking,8.44,4500,0,0
S00163,I016,backend sql communication,backend networking,9.09,5000,1,1
S00807,I012,ml writing autocad frontend,analysis frontend sql,8.6,4500,0,0
S00352,I007,autocad frontend writing presentation,cloud networking backend communication ml,6.49,4500,0,0
S00820,I009,autocad cloud design manufacturing,sql excel analysis python,5.34,5500,0,0
S01139,I002,communication analysis presentation autocad writing python,python sql,5.42,5500,1,0
S01673,I028,analysis backend excel python java writing,python design java presentation networking,8.75,4500,1,0
S01590,I008,frontend design manufacturing python,networking ml manufacturing,6.8,5500,0,0
S01221,I027,java networking communication ml excel,communication design networking,6.11,4500,0,0
S01062,I035,manufacturing python analysis networking frontend excel,java autocad communication sql,8.39,4500,1,1
S01161,I027,java backend cloud manufacturing,communication design networking,6.6,4500,0,0
S00076,I040,backend sql presentation design cloud,java cloud,5.96,4500,0,0
S01771,I005,cloud writing backend sql frontend networking,presentation sql,7.39,4500,0,0
S00746,I017,autocad analysis frontend networking,networking autocad,7.85,5000,1,0
S00707,I015,networking excel java presentation analysis,frontend analysis,6.89,5500,1,0
S00848,I010,excel ml cloud presentation design manufacturing,manufacturing design backend,8.21,5500,1,1
S01077,I023,autocad presentation networking,manufacturing presentation design,8.1,5500,1,0
S01672,I014,writing manufacturing design,analysis ml networking python,9.42,5000,0,0
S01280,I020,manufacturing presentation sql java,networking excel,7.49,5000,0,0
S00200,I006,presentation frontend python autocad ml,sql backend,6.88,5000,0,0
S01065,I032,presentation networking cloud frontend writing manufacturing,sql frontend manufacturing,6.3,5000,1,0
S01173,I014,communication manufacturing analysis cloud excel,analysis ml networking python,5.0,5000,0,0
S01078,I007,excel analysis cloud,cloud networking backend communication ml,7.51,4500,0,0
S00370,I003,ml writing sql python excel networking,networking manufacturing frontend java python,7.03,5500,0,0
S01226,I028,excel presentation analysis backend,python design java presentation networking,8.75,4500,0,0
S01213,I038,frontend backend sql writing presentation,cloud autocad analysis python sql,7.69,4500,1,1
S01328,I014,communication manufacturing presentation,analysis ml networking python,7.55,5000,0,0
S00683,I017,sql python communication backend ml,networking autocad,8.51,5000,0,0
S00494,I039,manufacturing presentation autocad analysis,cloud ml writing,8.81,4500,1,1
S01654,I006,autocad excel ml java presentation frontend,sql backend,7.0,5000,1,1
S01566,I010,java analysis writing backend,manufacturing design backend,7.28,5500,0,0
S00664,I016,python manufacturing cloud presentation ml,backend networking,7.52,5000,0,0
S01482,I025,ml excel backend design presentation communication,networking excel,8.24,5000,0,0
S00857,I034,design ml python excel analysis frontend,python networking,6.89,5000,0,0
S01712,I022,java sql writing,networking java,7.99,4500,0,0
S00370,I003,ml writing sql python excel networking,networking manufacturing frontend java python,7.03,5500,0,0
S01398,I024,java ml design,autocad analysis writing python backend,7.54,5000,0,0
S00041,I013,design sql frontend writing backend excel,excel backend,8.39,5500,0,0
S00375,I004,writing manufacturing excel backend autocad ml,excel sql design autocad,7.21,4500,0,0
S00756,I008,presentation writing manufacturing,networking ml manufacturing,7.29,5500,1,1
S01138,I039,writing analysis design,cloud ml writing,7.16,4500,0,0
S00395,I033,backend excel design writing,backend excel java,8.53,5000,1,0
S01347,I026,autocad ml manufacturing communication writing design,networking analysis sql manufacturing cloud,7.33,4500,0,0
S00559,I011,writing networking excel,presentation communication excel ml cloud,7.72,5500,0,0
S00672,I007,python excel sql ml manufacturing networking,cloud networking backend communication ml,7.14,4500,0,0
S01258,I004,excel presentation sql,excel sql design autocad,7.79,4500,1,1
S01979,I014,sql autocad excel manufacturing networking,analysis ml networking python,6.62,5000,0,0
S00055,I012,cloud writing frontend presentation manufacturing analysis,analysis frontend sql,7.61,4500,0,0
S00146,I004,analysis ml autocad design cloud excel,excel sql design autocad,7.37,4500,1,1
S00616,I019,excel manufacturing cloud design,design writing java,8.79,5500,1,1
S01439,I029,ml backend design cloud networking,design java excel,10.0,5500,1,1
S00704,I016,presentation python writing autocad java frontend,backend networking,7.96,5000,0,0
S00062,I009,autocad manufacturing networking java frontend design,sql excel analysis python,7.04,5500,0,0
S01894,I008,backend design communication manufacturing,networking ml manufacturing,5.64,5500,0,0
S00909,I035,networking analysis cloud,java autocad communication sql,7.69,4500,0,0
S01232,I006,communication java sql,sql backend,9.8,5000,0,0
S01835,I038,networking communication java backend cloud,cloud autocad analysis python sql,6.53,4500,0,0
S00545,I027,cloud presentation autocad ml,communication design networking,6.09,4500,0,0
S00956,I028,design cloud excel manufacturing sql communication,python design java presentation networking,8.1,4500,1,0
S01667,I040,sql design writing java,java cloud,7.59,4500,0,0
S00330,I015,writing manufacturing presentation,frontend analysis,7.04,5500,0,0
S00162,I035,writing communication java design,java autocad communication sql,5.93,4500,0,0
S00101,I028,presentation java python,python design java presentation networking,8.56,4500,1,0
S00989,I014,analysis autocad frontend writing backend,analysis ml networking python,7.48,5000,0,0
S00489,I018,writing java frontend autocad networking,java backend networking,7.68,5000,0,0
S00055,I013,cloud writing frontend presentation manufacturing analysis,excel backend,7.61,5500,0,0
S01129,I015,python analysis networking,frontend analysis,8.3,5500,0,0
S01314,I038,sql manufacturing autocad cloud java,cloud autocad analysis python sql,9.47,4500,0,0
S01451,I036,cloud ml analysis python,frontend autocad,6.52,5500,1,0
S01420,I036,communication python presentation manufacturing backend design,frontend autocad,8.87,5500,0,0
S01962,I008,communication python cloud,networking ml manufacturing,7.43,5500,0,0
S00611,I032,presentation backend excel,sql frontend manufacturing,9.12,5000,0,0
S01917,I023,ml autocad presentation writing,manufacturing presentation design,7.72,5500,0,0
S01966,I025,autocad python frontend manufacturing,networking excel,7.27,5000,0,0
S00703,I007,presentation manufacturing cloud writing,cloud networking backend communication ml,8.2,4500,1,1
S01715,I006,python presentation excel analysis,sql backend,7.56,5000,0,0
S00423,I006,backend design java ml python,sql backend,6.91,5000,0,0
S01318,I025,frontend analysis autocad excel,networking excel,6.29,5000,0,0
S01004,I007,networking java cloud,cloud networking backend communication ml,8.25,4500,0,0
S00553,I001,cloud ml autocad frontend java,java writing sql,6.12,5000,0,0
S00223,I009,frontend design analysis,sql excel analysis python,9.91,5500,0,0
S01860,I033,ml frontend networking autocad,backend excel java,6.46,5000,0,0
S01917,I025,ml autocad presentation writing,networking excel,7.72,5000,0,0
S01562,I017,java frontend sql,networking autocad,6.62,5000,0,0
S00150,I038,ml design analysis sql excel,cloud autocad analysis python sql,6.78,4500,0,0
S00884,I039,presentation communication ml networking,cloud ml writing,9.45,4500,1,1
S01717,I011,autocad design backend networking,presentation communication excel ml cloud,6.44,5500,0,0
S00573,I032,excel python autocad frontend,sql frontend manufacturing,7.5,5000,0,0
S01565,I018,autocad analysis backend frontend sql,java backend networking,6.93,5000,1,1
S00560,I028,backend design presentation,python design java presentation networking,8.28,4500,0,0
S00226,I032,design frontend communication python,sql frontend manufacturing,6.92,5000,0,0
S01963,I028,frontend python presentation manufacturing analysis communication,python design java presentation networking,9.18,4500,0,0
S01408,I030,manufacturing ml sql python communication,sql frontend,8.45,5500,0,0
S00080,I021,analysis sql excel,ml writing,7.58,4500,1,1
S00638,I017,communication networking sql writing cloud autocad,networking autocad,7.41,5000,1,1
S01577,I005,manufacturing communication presentation excel writing analysis,presentation sql,6.65,4500,1,1
S01900,I006,backend presentation cloud,sql backend,7.64,5000,0,0
S00815,I037,frontend analysis python,java manufacturing,9.18,5000,1,0
S01530,I004,java python backend networking design communication,excel sql design autocad,8.65,4500,0,0
S00723,I028,python communication writing presentation sql,python design java presentation networking,8.11,4500,1,0
S01885,I028,analysis python cloud design,python design java presentation networking,7.19,4500,0,0
S00943,I028,analysis networking sql,python design java presentation networking,6.33,4500,0,0
S00617,I010,presentation backend python manufacturing,manufacturing design backend,8.35,5500,0,0
S01310,I036,communication design analysis,frontend autocad,7.78,5500,0,0
S01870,I018,presentation python networking,java backend networking,6.42,5000,1,1
S01824,I017,design communication backend python,networking autocad,6.12,5000,0,0
S01381,I013,cloud python manufacturing backend,excel backend,7.36,5500,0,0
S00590,I037,cloud communication excel,java manufacturing,7.72,5000,1,0
S01876,I034,writing java analysis sql design,python networking,8.42,5000,0,0
S01016,I003,autocad excel java,networking manufacturing frontend java python,6.05,5500,0,0
S01635,I020,sql frontend networking,networking excel,5.21,5000,1,1
S00763,I037,sql ml autocad python,java manufacturing,7.27,5000,0,0
S01166,I004,writing excel autocad backend analysis sql,excel sql design autocad,6.55,4500,0,0
S01664,I015,design java networking ml,frontend analysis,7.29,5500,0,0
S01114,I033,ml excel frontend,backend excel java,7.75,5000,0,0
S01920,I021,writing excel analysis,ml writing,5.0,4500,1,1
S01401,I021,python analysis ml,ml writing,7.83,4500,0,0
