student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S03410,I003,financial_modeling excel sql,ml sql networking python,8.53,5000,OBC,M,1,1,1
S01418,I056,writing cloud analysis python,ml networking python,6.39,5000,GEN,M,1,1,1
S00037,I004,excel presentation construction_management manufacturing backend,surveying construction_management autocad design,6.16,5000,GEN,M,0,1,1
S01895,I020,design writing,financial_modeling excel presentation,5.21,5000,GEN,M,0,0,0
S01877,I028,analysis surveying,design analysis cad_modelling,8.59,5000,GEN,M,1,0,0
S03063,I034,backend networking ml social_media,design python manufacturing,6.43,5000,OBC,F,1,0,0
S03625,I026,excel analysis,networking pcb_design design,6.45,5000,GEN,M,0,0,0
S01085,I008,cloud ml python analysis,networking manufacturing python design,6.89,5000,ST,F,1,0,0
S01734,I053,analysis manufacturing java writing cloud,backend sql cloud,7.69,5000,SC,M,0,0,0
S03056,I047,construction_management presentation,cad_modelling design manufacturing,7.09,5000,GEN,M,1,1,1
S00486,I021,presentation construction_management,design manufacturing autocad cad_modelling,6.79,5000,GEN,M,0,0,0
S01919,I001,design autocad surveying python seo,manufacturing design cad_modelling autocad,7.44,5000,OBC,F,0,1,1
S01018,I018,writing seo,python java backend,6.31,5000,GEN,M,1,1,1
S00602,I009,presentation communication,design autocad,5.33,5000,OBC,F,0,0,0
S03475,I046,ml frontend sql networking manufacturing,cloud backend frontend,7.14,5000,OBC,F,1,0,0
S01903,I050,social_media seo design,ml frontend networking,6.72,5000,SC,M,1,0,0
S03040,I009,presentation social_media writing surveying python,design autocad,6.44,5000,OBC,F,1,0,0
S02443,I023,sql networking java excel pcb_design,ml frontend sql java,4.94,5000,OBC,F,0,1,0
S01138,I044,excel analysis sql,sql presentation financial_modeling,6.69,5000,OBC,M,0,1,1
S00644,I012,autocad cad_modelling design cloud python,writing excel seo,5.96,5000,ST,M,0,0,0
S02725,I021,autocad financial_modeling python cad_modelling,design manufacturing autocad cad_modelling,7.92,5000,GEN,M,0,0,0
S00526,I046,networking manufacturing analysis cad_modelling,cloud backend frontend,7.05,5000,ST,M,1,0,0
S03148,I012,autocad frontend analysis excel java,writing excel seo,6.0,5000,GEN,F,0,0,0
S03250,I045,presentation analysis manufacturing design,communication analysis excel,5.96,5000,GEN,O,0,1,1
S00707,I048,pcb_design networking python cloud design,ml java,6.44,5000,SC,M,0,0,0
S00552,I031,design construction_management,sql analysis,7.35,5000,ST,M,1,0,0
S02931,I008,writing seo,networking manufacturing python design,6.63,5000,GEN,F,0,1,0
S02573,I002,python java cad_modelling ml social_media,autocad analysis,7.79,5000,GEN,M,0,1,1
S03086,I039,presentation financial_modeling sql social_media writing,excel sql,6.72,5000,OBC,M,1,0,0
S00494,I024,social_media writing analysis manufacturing design,python pcb_design design,8.19,5000,GEN,M,0,1,0
S00695,I047,autocad financial_modeling construction_management analysis,cad_modelling design manufacturing,6.3,5000,GEN,M,0,0,0
S03830,I041,design python cloud networking,communication design excel seo,6.58,5000,OBC,F,0,0,0
S00876,I047,analysis design excel,cad_modelling design manufacturing,8.54,5000,OBC,F,1,0,0
S00121,I049,communication ml presentation cad_modelling construction_management,writing seo design presentation,6.12,5000,GEN,M,0,1,0
S02166,I060,excel presentation,design pcb_design analysis python,7.83,5000,GEN,M,0,0,0
S03516,I008,sql frontend cloud financial_modeling python,networking manufacturing python design,6.64,5000,GEN,M,0,0,0
S02489,I020,financial_modeling excel writing java surveying,financial_modeling excel presentation,8.26,5000,OBC,M,1,1,1
S00569,I043,financial_modeling presentation autocad analysis,presentation seo communication writing,7.79,5000,GEN,F,0,1,0
S01466,I005,presentation analysis python java,design analysis construction_management,6.94,5000,GEN,M,0,0,0
S03688,I017,financial_modeling excel,analysis presentation,7.82,5000,GEN,M,1,1,0
S00768,I037,presentation analysis autocad excel,networking python cloud backend,6.7,5000,GEN,F,1,0,0
S00490,I054,sql cloud python pcb_design,networking sql frontend backend,7.49,5000,ST,M,0,0,0
S01621,I043,autocad design construction_management,presentation seo communication writing,4.91,5000,OBC,F,1,0,0
S00192,I049,writing financial_modeling,writing seo design presentation,9.09,5000,OBC,F,1,0,0
S00091,I017,frontend python autocad,analysis presentation,7.52,5000,GEN,M,0,1,1
S02918,I015,design autocad ml python surveying,communication presentation excel,7.02,5000,SC,M,0,0,0
S02162,I015,python pcb_design social_media,communication presentation excel,7.38,5000,ST,M,1,0,0
S01296,I010,backend networking ml surveying,presentation sql,5.85,5000,GEN,F,0,0,0
S01060,I004,analysis ml java python seo,surveying construction_management autocad design,6.75,5000,SC,M,0,0,0
S01842,I014,design manufacturing cad_modelling,backend python frontend,7.65,5000,OBC,F,0,0,0
S01328,I007,autocad surveying backend,manufacturing design networking pcb_design,7.05,5000,GEN,F,0,0,0
S02264,I044,analysis design pcb_design,sql presentation financial_modeling,6.91,5000,OBC,M,0,1,0
S00694,I017,design surveying presentation python,analysis presentation,7.54,5000,OBC,M,0,0,0
S01366,I009,manufacturing analysis design construction_management financial_modeling,design autocad,7.83,5000,SC,M,0,1,1
S01911,I008,ml design surveying,networking manufacturing python design,6.93,5000,GEN,F,0,0,0
S01772,I048,analysis manufacturing networking pcb_design,ml java,6.4,5000,GEN,M,0,0,0
S03537,I004,excel financial_modeling analysis seo communication,surveying construction_management autocad design,7.97,5000,OBC,M,1,1,1
S03885,I041,surveying design analysis python cad_modelling,communication design excel seo,8.01,5000,GEN,M,1,0,0
S01359,I057,python seo,backend sql cloud ml,6.92,5000,GEN,M,1,0,0
S00984,I057,excel communication,backend sql cloud ml,7.62,5000,GEN,M,0,0,0
S03348,I050,sql python frontend surveying,ml frontend networking,4.69,5000,OBC,M,0,0,0
S03779,I022,pcb_design ml java,writing seo,7.47,5000,OBC,M,1,0,0
S01853,I038,design python seo,sql analysis,6.37,5000,SC,M,1,0,0
S03712,I030,analysis autocad construction_management financial_modeling design,python sql java cloud,5.21,5000,OBC,M,1,1,1
S03471,I042,writing networking construction_management design analysis,communication excel presentation,7.72,5000,GEN,F,1,0,0
S01893,I047,autocad surveying social_media excel construction_management,cad_modelling design manufacturing,5.85,5000,SC,M,1,0,0
S00547,I029,python networking,design communication,7.65,5000,GEN,M,0,0,0
S01901,I057,seo social_media construction_management design,backend sql cloud ml,8.45,5000,OBC,F,0,0,0
S03347,I023,networking surveying cad_modelling,ml frontend sql java,7.1,5000,GEN,M,0,0,0
S01024,I011,cad_modelling analysis manufacturing,communication analysis,6.25,5000,OBC,F,0,0,0
S00369,I028,networking analysis,design analysis cad_modelling,6.84,5000,GEN,M,0,0,0
S00963,I055,cloud networking backend,cloud ml backend python,5.82,5000,GEN,F,0,0,0
S03352,I007,sql seo frontend networking design,manufacturing design networking pcb_design,7.77,5000,GEN,F,1,1,1
S03855,I017,pcb_design design autocad construction_management,analysis presentation,7.39,5000,OBC,M,1,0,0
S03360,I032,manufacturing pcb_design python,construction_management surveying autocad design,7.81,5000,GEN,F,0,0,0
S02940,I015,networking python frontend,communication presentation excel,7.77,5000,GEN,M,0,0,0
S00174,I054,manufacturing networking design,networking sql frontend backend,6.38,5000,SC,F,1,0,0
S01555,I021,financial_modeling presentation communication cad_modelling,design manufacturing autocad cad_modelling,8.76,5000,SC,F,1,0,0
S03404,I012,manufacturing networking pcb_design sql,writing excel seo,5.31,5000,SC,F,1,0,0
S03937,I018,analysis cad_modelling financial_modeling construction_management pcb_design,python java backend,8.56,5000,GEN,M,0,0,0
S02437,I047,manufacturing java cad_modelling autocad cloud,cad_modelling design manufacturing,6.4,5000,GEN,M,0,0,0
S01791,I036,presentation seo design,frontend python,7.98,5000,OBC,F,0,0,0
S02757,I016,python writing,manufacturing python,7.99,5000,GEN,M,0,0,0
S01677,I003,analysis pcb_design,ml sql networking python,7.35,5000,GEN,F,0,0,0
S00563,I007,design networking cad_modelling pcb_design,manufacturing design networking pcb_design,7.13,5000,ST,O,1,1,1
S00183,I018,networking python surveying backend pcb_design,python java backend,7.55,5000,OBC,F,0,1,1
S01388,I039,networking cloud surveying,excel sql,6.31,5000,SC,F,1,0,0
S03297,I025,surveying social_media,surveying design,7.36,5000,GEN,F,0,0,0
S01774,I017,writing excel ml analysis seo,analysis presentation,6.29,5000,GEN,O,0,0,0
S03888,I011,sql backend autocad social_media,communication analysis,7.45,5000,GEN,F,1,0,0
S00652,I059,analysis construction_management writing networking cloud,analysis design manufacturing autocad,8.19,5000,SC,M,0,1,0
S01830,I047,design analysis social_media,cad_modelling design manufacturing,6.27,5000,GEN,F,0,0,0
S01323,I007,communication autocad,manufacturing design networking pcb_design,7.7,5000,OBC,M,1,0,0
S00925,I006,excel sql autocad financial_modeling surveying,manufacturing cad_modelling analysis design,7.88,5000,SC,F,0,1,1
S03094,I029,design writing autocad,design communication,6.5,5000,GEN,F,1,0,0
S02499,I031,sql presentation analysis,sql analysis,7.55,5000,GEN,F,1,1,1
S02109,I056,sql ml,ml networking python,4.82,5000,OBC,O,1,0,0
S02841,I049,frontend backend design manufacturing,writing seo design presentation,7.73,5000,OBC,M,0,0,0
S00510,I006,networking ml analysis backend,manufacturing cad_modelling analysis design,7.22,5000,GEN,F,0,0,0
S00781,I041,analysis frontend,communication design excel seo,6.98,5000,SC,M,1,0,0
S02064,I048,excel financial_modeling analysis,ml java,5.74,5000,GEN,M,0,0,0
S01573,I058,backend frontend,cloud sql,6.94,5000,GEN,M,1,0,0
S01029,I026,java sql cloud manufacturing,networking pcb_design design,8.08,5000,GEN,F,0,0,0
S03734,I028,design manufacturing writing communication analysis,design analysis cad_modelling,6.77,5000,OBC,M,1,0,0
S00953,I046,ml frontend autocad design,cloud backend frontend,8.3,5000,GEN,M,1,0,0
S00127,I028,python networking cad_modelling communication,design analysis cad_modelling,7.52,5000,OBC,F,0,0,0
S01849,I034,presentation seo design,design python manufacturing,6.14,5000,GEN,M,0,1,0
S02520,I003,networking frontend ml sql,ml sql networking python,7.51,5000,GEN,F,0,0,0
S00742,I030,analysis java,python sql java cloud,9.49,5000,GEN,M,0,1,1
S00003,I016,financial_modeling networking,manufacturing python,6.77,5000,OBC,F,1,0,0
S00298,I006,analysis manufacturing,manufacturing cad_modelling analysis design,7.56,5000,SC,F,1,0,0
S01812,I044,backend java,sql presentation financial_modeling,6.48,5000,GEN,F,1,0,0
S02354,I059,sql analysis presentation cloud social_media,analysis design manufacturing autocad,6.49,5000,ST,M,1,0,0
S03214,I024,communication presentation,python pcb_design design,6.83,5000,OBC,M,0,0,0
S02514,I014,autocad frontend financial_modeling java,backend python frontend,5.84,5000,SC,F,1,0,0
S03381,I041,sql presentation excel,communication design excel seo,6.0,5000,GEN,M,0,0,0
S00457,I018,seo design,python java backend,7.43,5000,GEN,F,1,0,0
S00588,I018,design ml communication writing surveying,python java backend,7.64,5000,GEN,F,0,0,0
S01600,I026,design networking cloud social_media excel,networking pcb_design design,6.63,5000,OBC,M,1,1,1
S02526,I039,python construction_management excel,excel sql,5.41,5000,ST,F,1,0,0
S00483,I010,sql autocad,presentation sql,6.97,5000,SC,M,1,0,0
S03319,I055,autocad construction_management surveying writing,cloud ml backend python,7.67,5000,OBC,M,0,0,0
S03264,I016,analysis autocad design sql,manufacturing python,6.32,5000,ST,F,1,0,0
S03537,I015,excel financial_modeling analysis seo communication,communication presentation excel,7.97,5000,OBC,M,1,1,0
S00364,I059,manufacturing presentation sql ml analysis,analysis design manufacturing autocad,6.49,5000,GEN,F,0,0,0
S03464,I051,sql backend java,networking ml python,7.68,5000,GEN,M,0,0,0
S03201,I040,excel analysis,social_media design writing,7.69,5000,GEN,F,1,0,0
S01321,I031,communication presentation,sql analysis,6.99,5000,OBC,M,1,0,0
S01622,I023,design construction_management autocad,ml frontend sql java,6.42,5000,OBC,M,0,0,0
S00149,I008,cloud java ml seo,networking manufacturing python design,6.53,5000,GEN,F,0,0,0
S02024,I016,design autocad financial_modeling,manufacturing python,7.6,5000,GEN,F,1,1,0
S03462,I029,pcb_design financial_modeling frontend,design communication,6.95,5000,GEN,F,1,0,0
S01621,I057,autocad design construction_management,backend sql cloud ml,4.91,5000,OBC,F,1,0,0
S02419,I025,analysis design social_media,surveying design,5.52,5000,SC,F,1,0,0
S03984,I054,communication sql excel,networking sql frontend backend,7.12,5000,GEN,F,0,0,0
S01972,I019,presentation excel sql,construction_management analysis surveying autocad,7.05,5000,GEN,F,1,0,0
S01357,I017,presentation excel analysis seo frontend,analysis presentation,5.15,5000,OBC,F,1,1,0
S02287,I058,pcb_design design,cloud sql,6.01,5000,OBC,F,0,0,0
S01447,I030,financial_modeling social_media surveying communication,python sql java cloud,4.36,5000,ST,F,0,0,0
S01480,I054,financial_modeling excel,networking sql frontend backend,5.86,5000,SC,F,1,0,0
S02402,I051,frontend sql design java,networking ml python,6.11,5000,SC,M,0,0,0
S00852,I046,design analysis cad_modelling presentation communication,cloud backend frontend,6.6,5000,GEN,F,0,0,0
S01699,I048,networking frontend cloud sql,ml java,7.49,5000,GEN,F,1,0,0
S01785,I055,autocad analysis manufacturing,cloud ml backend python,6.9,5000,GEN,F,0,0,0
S02846,I031,presentation excel social_media,sql analysis,6.31,5000,GEN,M,0,1,1
S03926,I020,analysis design,financial_modeling excel presentation,7.23,5000,SC,F,0,0,0
S03937,I005,analysis cad_modelling financial_modeling construction_management pcb_design,design analysis construction_management,8.56,5000,GEN,M,0,1,1
S01979,I018,python surveying presentation communication,python java backend,6.2,5000,OBC,F,0,0,0
S00529,I049,design cad_modelling autocad presentation manufacturing,writing seo design presentation,7.25,5000,GEN,F,0,1,1
S02425,I006,sql java presentation financial_modeling,manufacturing cad_modelling analysis design,6.03,5000,SC,F,1,0,0
S02222,I007,cloud ml,manufacturing design networking pcb_design,7.43,5000,GEN,F,0,0,0
S03550,I053,presentation communication sql java social_media,backend sql cloud,7.7,5000,GEN,M,0,0,0
S01771,I005,presentation excel sql networking,design analysis construction_management,6.9,5000,OBC,F,0,0,0
S01016,I030,communication writing sql pcb_design seo,python sql java cloud,5.68,5000,GEN,M,1,1,0
S01688,I035,analysis surveying,presentation financial_modeling,7.09,5000,GEN,M,0,0,0
S00527,I019,financial_modeling cloud java,construction_management analysis surveying autocad,7.65,5000,GEN,M,0,0,0
S03316,I011,financial_modeling excel,communication analysis,6.02,5000,GEN,F,1,0,0
S00700,I022,autocad design,writing seo,8.25,5000,SC,F,1,0,0
S02942,I055,backend cloud presentation manufacturing,cloud ml backend python,6.49,5000,SC,F,1,1,0
S02653,I045,analysis backend excel financial_modeling,communication analysis excel,6.01,5000,OBC,F,0,0,0
S02235,I019,financial_modeling analysis surveying cad_modelling,construction_management analysis surveying autocad,7.35,5000,GEN,F,0,1,0
S02777,I024,presentation communication financial_modeling social_media python,python pcb_design design,8.35,5000,GEN,M,0,0,0
S03950,I052,backend cloud python communication construction_management,cloud ml frontend,5.22,5000,GEN,M,0,0,0
S00570,I022,cad_modelling pcb_design python presentation,writing seo,7.43,5000,SC,M,1,0,0
S02181,I035,writing excel design networking,presentation financial_modeling,5.9,5000,OBC,F,0,0,0
S00430,I011,pcb_design analysis design autocad manufacturing,communication analysis,7.98,5000,ST,F,0,1,0
S01800,I011,ml java,communication analysis,6.38,5000,GEN,M,0,0,0
S00764,I036,seo communication excel construction_management,frontend python,8.49,5000,GEN,F,0,1,0
S02094,I041,analysis networking surveying,communication design excel seo,6.89,5000,GEN,M,0,0,0
S02717,I039,excel social_media,excel sql,7.31,5000,SC,M,1,0,0
S01353,I038,design python manufacturing surveying,sql analysis,7.34,5000,OBC,F,1,0,0
S01873,I026,writing seo backend sql java,networking pcb_design design,8.1,5000,ST,F,1,0,0
S00631,I002,communication cloud writing autocad java,autocad analysis,6.68,5000,GEN,M,0,0,0
S00323,I031,analysis networking pcb_design,sql analysis,7.37,5000,GEN,F,0,0,0
S02624,I005,sql frontend social_media ml,design analysis construction_management,6.97,5000,GEN,M,1,0,0
S03786,I013,analysis construction_management cad_modelling writing autocad,surveying analysis construction_management design,6.85,5000,OBC,M,0,0,0
S01025,I019,ml networking,construction_management analysis surveying autocad,5.12,5000,GEN,F,0,0,0
S02041,I021,excel social_media backend ml,design manufacturing autocad cad_modelling,5.63,5000,GEN,M,0,0,0
S01211,I036,communication pcb_design,frontend python,7.16,5000,GEN,M,0,0,0
S03867,I006,social_media excel,manufacturing cad_modelling analysis design,7.02,5000,GEN,M,1,0,0
S03957,I005,design seo,design analysis construction_management,6.69,5000,SC,M,1,1,1
S03684,I009,networking frontend,design autocad,6.96,5000,OBC,F,0,0,0
S00419,I040,autocad frontend,social_media design writing,7.31,5000,GEN,F,0,0,0
S01460,I039,cloud python networking java autocad,excel sql,8.76,5000,GEN,F,0,0,0
S03810,I020,writing social_media backend financial_modeling construction_management,financial_modeling excel presentation,7.52,5000,OBC,F,1,0,0
S02549,I049,communication backend construction_management autocad,writing seo design presentation,6.51,5000,OBC,M,0,0,0
S03496,I060,analysis sql,design pcb_design analysis python,6.64,5000,GEN,M,1,0,0
S03417,I022,analysis cad_modelling autocad manufacturing,writing seo,7.05,5000,GEN,M,0,0,0
S00529,I053,design cad_modelling autocad presentation manufacturing,backend sql cloud,7.25,5000,GEN,F,0,1,1
S02134,I043,analysis autocad backend,presentation seo communication writing,6.45,5000,GEN,F,0,0,0
S03120,I055,surveying analysis design,cloud ml backend python,6.34,5000,GEN,F,0,0,0
S01719,I026,design surveying excel autocad,networking pcb_design design,6.41,5000,GEN,F,1,0,0
S02430,I038,java backend,sql analysis,5.25,5000,GEN,F,0,1,1
S03657,I040,financial_modeling excel frontend seo pcb_design,social_media design writing,7.69,5000,ST,F,1,0,0
S01484,I041,frontend networking ml,communication design excel seo,8.46,5000,GEN,M,0,0,0
S00738,I013,communication construction_management financial_modeling python,surveying analysis construction_management design,5.67,5000,GEN,M,0,1,1
S00516,I040,python ml,social_media design writing,8.11,5000,OBC,M,0,0,0
S01320,I033,design python manufacturing financial_modeling sql,python design analysis,7.78,5000,GEN,M,0,1,1
S02579,I021,communication writing backend ml design,design manufacturing autocad cad_modelling,6.4,5000,OBC,M,1,0,0
S03102,I049,social_media seo communication ml,writing seo design presentation,7.43,5000,GEN,M,1,1,1
S00228,I028,excel autocad networking presentation,design analysis cad_modelling,8.88,5000,GEN,M,0,0,0
S02754,I030,networking python writing pcb_design ml,python sql java cloud,5.99,5000,ST,F,1,0,0
S02216,I008,cad_modelling manufacturing surveying excel construction_management,networking manufacturing python design,7.39,5000,GEN,F,0,0,0
S02245,I056,networking design communication,ml networking python,5.02,5000,GEN,M,0,0,0
S01483,I044,python frontend,sql presentation financial_modeling,7.46,5000,ST,F,0,0,0
S03376,I010,financial_modeling sql pcb_design,presentation sql,7.39,5000,OBC,M,0,1,1
S01976,I035,analysis communication financial_modeling,presentation financial_modeling,6.12,5000,OBC,F,0,0,0
S00366,I023,design manufacturing java python networking,ml frontend sql java,6.87,5000,ST,M,0,0,0
S03797,I009,ml frontend pcb_design,design autocad,6.5,5000,OBC,M,1,0,0
S03574,I056,networking backend python analysis,ml networking python,6.71,5000,GEN,M,1,0,0
S01137,I027,sql financial_modeling manufacturing pcb_design social_media,autocad construction_management analysis,6.21,5000,OBC,F,0,0,0
S00260,I024,frontend cloud social_media backend java,python pcb_design design,6.94,5000,OBC,M,0,0,0
S00078,I034,excel seo social_media,design python manufacturing,6.43,5000,GEN,M,0,0,0
S00566,I023,java design financial_modeling backend communication,ml frontend sql java,5.11,5000,OBC,F,1,0,0
S02428,I029,communication excel sql construction_management surveying,design communication,7.73,5000,GEN,F,1,0,0
S00468,I025,java networking cloud surveying,surveying design,6.11,5000,OBC,F,1,0,0
S01694,I025,autocad cad_modelling financial_modeling construction_management sql,surveying design,6.84,5000,GEN,F,0,0,0
S03323,I018,excel construction_management python sql pcb_design,python java backend,4.73,5000,GEN,M,0,0,0
S03184,I018,design pcb_design,python java backend,7.71,5000,GEN,M,0,0,0
S03857,I056,sql writing,ml networking python,6.42,5000,OBC,M,1,0,0
S03121,I032,analysis pcb_design,construction_management surveying autocad design,6.14,5000,OBC,M,0,0,0
S01632,I009,frontend ml backend,design autocad,4.87,5000,GEN,F,0,0,0
S01655,I050,financial_modeling design analysis cloud,ml frontend networking,6.11,5000,GEN,M,1,0,0
S02957,I042,python networking sql java,communication excel presentation,5.6,5000,SC,M,0,0,0
S03769,I044,autocad networking writing,sql presentation financial_modeling,7.94,5000,GEN,M,1,0,0
S03447,I032,manufacturing analysis,construction_management surveying autocad design,7.48,5000,GEN,F,1,0,0
S03003,I050,manufacturing sql social_media,ml frontend networking,7.22,5000,GEN,F,0,0,0
S03164,I002,cad_modelling financial_modeling,autocad analysis,7.46,5000,OBC,M,1,0,0
S00879,I015,manufacturing surveying,communication presentation excel,6.53,5000,GEN,M,0,1,1
S01027,I039,communication seo presentation networking java,excel sql,7.21,5000,OBC,F,1,1,1
S00653,I032,design autocad,construction_management surveying autocad design,8.63,5000,GEN,M,1,0,0
S02061,I025,pcb_design java communication,surveying design,6.64,5000,OBC,M,0,0,0
S01632,I057,frontend ml backend,backend sql cloud ml,4.87,5000,GEN,F,0,0,0
S01399,I049,cloud seo backend,writing seo design presentation,8.07,5000,ST,F,1,1,1
S02481,I044,python networking manufacturing,sql presentation financial_modeling,7.54,5000,GEN,M,0,1,0
S01109,I027,excel presentation,autocad construction_management analysis,5.23,5000,GEN,M,1,0,0
S03904,I032,excel analysis sql autocad,construction_management surveying autocad design,6.28,5000,GEN,F,0,1,0
S02270,I037,analysis pcb_design,networking python cloud backend,7.8,5000,OBC,F,0,0,0
S01638,I060,design analysis networking frontend,design pcb_design analysis python,6.58,5000,GEN,M,1,0,0
S00287,I037,communication surveying financial_modeling presentation,networking python cloud backend,6.35,5000,SC,M,1,0,0
S02844,I004,cloud java backend communication manufacturing,surveying construction_management autocad design,9.39,5000,GEN,M,1,0,0
S03549,I017,java pcb_design,analysis presentation,5.96,5000,GEN,F,0,0,0
S03736,I006,sql pcb_design java seo python,manufacturing cad_modelling analysis design,7.19,5000,OBC,M,0,0,0
S03793,I036,ml construction_management cloud cad_modelling,frontend python,8.05,5000,SC,M,0,0,0
S02159,I028,pcb_design design seo,design analysis cad_modelling,8.04,5000,ST,M,1,0,0
S02803,I014,presentation design,backend python frontend,6.88,5000,OBC,F,0,0,0
S03491,I009,sql python ml communication java,design autocad,8.08,5000,OBC,M,0,0,0
S00042,I003,writing cloud cad_modelling java frontend,ml sql networking python,8.36,5000,GEN,M,0,0,0
S02028,I046,manufacturing presentation writing sql frontend,cloud backend frontend,8.01,5000,GEN,F,1,1,1
S03034,I055,design seo,cloud ml backend python,8.59,5000,GEN,M,1,0,0
S00389,I059,presentation seo writing python sql,analysis design manufacturing autocad,6.75,5000,GEN,F,0,0,0
S01815,I047,excel presentation social_media python,cad_modelling design manufacturing,7.28,5000,OBC,M,0,0,0
S00930,I018,ml cloud sql frontend seo,python java backend,5.56,5000,GEN,M,0,0,0
S01338,I042,design python networking,communication excel presentation,7.26,5000,GEN,M,1,0,0
S02238,I001,surveying analysis,manufacturing design cad_modelling autocad,8.45,5000,GEN,F,0,0,0
S03152,I009,cloud networking,design autocad,7.19,5000,GEN,M,1,0,0
S01573,I056,backend frontend,ml networking python,6.94,5000,GEN,M,1,0,0
S02012,I024,excel sql,python pcb_design design,8.31,5000,GEN,F,0,0,0
S02512,I035,communication presentation python surveying cloud,presentation financial_modeling,8.85,5000,GEN,M,0,0,0
S00906,I052,design seo,cloud ml frontend,6.19,5000,OBC,M,0,0,0
S00323,I027,analysis networking pcb_design,autocad construction_management analysis,7.37,5000,GEN,F,0,0,0
S02358,I058,communication python,cloud sql,6.94,5000,OBC,M,1,0,0
S03413,I013,communication social_media writing cad_modelling,surveying analysis construction_management design,7.34,5000,OBC,F,0,0,0
S01397,I034,backend cloud ml java frontend,design python manufacturing,6.24,5000,OBC,M,1,0,0
S02816,I014,cad_modelling manufacturing autocad analysis,backend python frontend,8.64,5000,OBC,M,1,0,0
S02421,I047,cad_modelling autocad java financial_modeling,cad_modelling design manufacturing,8.21,5000,OBC,M,0,0,0
S01716,I051,excel cloud surveying design,networking ml python,7.45,5000,GEN,F,1,0,0
S00435,I008,frontend cloud networking analysis financial_modeling,networking manufacturing python design,6.39,5000,SC,M,1,0,0
S01881,I038,sql pcb_design backend excel,sql analysis,7.71,5000,OBC,M,1,0,0
S03236,I034,design social_media backend excel python,design python manufacturing,6.95,5000,GEN,F,1,0,0
S02502,I024,java networking python communication construction_management,python pcb_design design,6.24,5000,OBC,F,1,1,1
S00015,I059,construction_management design,analysis design manufacturing autocad,6.46,5000,GEN,F,0,1,1
S01606,I056,sql construction_management frontend writing backend,ml networking python,5.48,5000,GEN,F,0,0,0
S03081,I008,sql analysis seo writing,networking manufacturing python design,7.32,5000,GEN,M,0,0,0
S00149,I004,cloud java ml seo,surveying construction_management autocad design,6.53,5000,GEN,F,0,0,0
S03782,I033,writing communication design,python design analysis,7.47,5000,GEN,M,0,0,0
S02183,I030,financial_modeling networking java cloud,python sql java cloud,7.95,5000,OBC,M,1,1,1
S02602,I014,excel communication writing cloud,backend python frontend,7.49,5000,GEN,M,0,1,0
S03815,I032,excel design,construction_management surveying autocad design,9.06,5000,GEN,F,0,1,1
S03812,I039,communication cad_modelling seo frontend,excel sql,6.23,5000,GEN,M,1,0,0
S02536,I025,seo sql design analysis,surveying design,5.65,5000,ST,M,1,0,0
S01178,I040,presentation social_media financial_modeling writing excel,social_media design writing,7.2,5000,GEN,M,1,1,0
S02938,I005,networking pcb_design frontend financial_modeling presentation,design analysis construction_management,7.93,5000,SC,M,1,0,0
S00527,I018,financial_modeling cloud java,python java backend,7.65,5000,GEN,M,0,0,0
S02707,I046,analysis cad_modelling ml manufacturing,cloud backend frontend,7.49,5000,OBC,M,0,0,0
S03325,I009,communication financial_modeling manufacturing,design autocad,5.6,5000,SC,M,0,0,0
S01814,I055,design manufacturing autocad backend financial_modeling,cloud ml backend python,7.76,5000,GEN,F,0,0,0
S00185,I052,design pcb_design ml excel frontend,cloud ml frontend,7.83,5000,GEN,M,1,1,1
S01419,I010,python design networking manufacturing writing,presentation sql,9.95,5000,GEN,F,1,0,0
S02705,I056,frontend writing,ml networking python,6.89,5000,OBC,M,1,0,0
S03904,I035,excel analysis sql autocad,presentation financial_modeling,6.28,5000,GEN,F,0,0,0
S02320,I039,analysis backend financial_modeling frontend sql,excel sql,5.11,5000,GEN,M,1,0,0
S00494,I055,social_media writing analysis manufacturing design,cloud ml backend python,8.19,5000,GEN,M,0,0,0
S02420,I034,python communication,design python manufacturing,6.79,5000,ST,F,0,0,0
S01062,I030,manufacturing analysis surveying,python sql java cloud,7.81,5000,OBC,M,0,0,0
S02467,I019,construction_management autocad analysis financial_modeling,construction_management analysis surveying autocad,6.39,5000,SC,M,1,1,0
S03686,I053,sql excel,backend sql cloud,7.46,5000,GEN,F,0,0,0
S01115,I052,design autocad ml analysis,cloud ml frontend,7.52,5000,GEN,M,0,0,0
S03006,I015,social_media excel presentation frontend java,communication presentation excel,7.21,5000,GEN,M,0,0,0
S02154,I053,networking backend,backend sql cloud,7.27,5000,SC,M,1,0,0
S00523,I052,excel presentation backend writing,cloud ml frontend,7.37,5000,OBC,O,0,0,0
S01904,I017,surveying python,analysis presentation,6.04,5000,GEN,F,0,0,0
S03259,I023,analysis pcb_design,ml frontend sql java,7.7,5000,OBC,F,1,0,0
S03238,I035,financial_modeling excel communication pcb_design ml,presentation financial_modeling,6.81,5000,ST,M,1,1,0
S02860,I032,design networking analysis construction_management manufacturing,construction_management surveying autocad design,5.66,5000,SC,F,0,0,0
S03222,I036,presentation financial_modeling cloud cad_modelling frontend,frontend python,6.4,5000,SC,M,0,1,0
S01348,I016,presentation writing,manufacturing python,6.45,5000,GEN,M,0,0,0
